"1","0000","IBM INTERNAL      ","ZF","IBM INTERNAL      ","Z","Exclusions","21","Unassigned          ","UNAS",,"USA ","2016-07-04-05.06.14.067356"
"1112","9672","PUBLIC HOUSING      ","GF","Soc. Services, City/Municipal    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1113","9673","PUBLIC BUILDINGS, GROUNDS & FACILITY   ","GN","Env/Trans/PubWrks, City/Mun.    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1114","9674","PUBLIC LAND ADMINISTRATION     ","GN","Env/Trans/PubWrks, City/Mun.    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1115","9675","URBAN RENEWAL      ","GN","Env/Trans/PubWrks, City/Mun.    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1116","9679","PUBLIC WORKS, N.E.C.     ","GN","Env/Trans/PubWrks, City/Mun.    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1117","9687","JTPA/CETA       ","GF","Soc. Services, City/Municipal    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1118","9688","CHILD WELFARE      ","GF","Soc. Services, City/Municipal    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1119","9692","ELECTION BOARDS/VOTER REGISTRATION    ","GB","Fin. & Admin, City/Municipal    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1120","9693","HAZARDOUS MATERIAL MANAGEMENT    ","GN","Env/Trans/PubWrks, City/Mun.    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1121","9694","WATER SUPPLY      ","GN","Env/Trans/PubWrks, City/Mun.    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1122","9695","SANITARY SERVICES      ","GN","Env/Trans/PubWrks, City/Mun.    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1123","9696","ENVIRONMENTAL PROTECTION/SERVICES, NEC   ","GN","Env/Trans/PubWrks, City/Mun.    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1124","9697","WASTEWATER TREATMENT     ","GN","Env/Trans/PubWrks, City/Mun.    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1125","9699","UTILITIES       ","GN","Env/Trans/PubWrks, City/Mun.    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1126","9702","PARKS AND RECREATION     ","GR","Env/Trans/PubWrks, Spec. Dist.    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1127","9708","PLANNING AND DEVELOPMENT     ","GD","Fin. & Admin, Special District    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1128","9718","COURTS ADMINISTRATION     ","GL","PS & Justice, Special District    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1129","9719","CENTRAL DATA PROCESSING AUTHORITY    ","GD","Fin. & Admin, Special District    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1130","9721","INT'L AFFAIRS - UNITED NATIONS       ","GD","Fin. & Admin, Special District    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1131","9727","PROSECUTER       ","GL","PS & Justice, Special District    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1132","9730","TRAFFIC CONTROL      ","GR","Env/Trans/PubWrks, Spec. Dist.    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1133","9733","TOLL ROADS, BRIDGES AND TUNNELS    ","GR","Env/Trans/PubWrks, Spec. Dist.    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1134","9734","COMMUTER RAILROAD      ","GR","Env/Trans/PubWrks, Spec. Dist.    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1135","9735","MASS TRANSIT      ","GR","Env/Trans/PubWrks, Spec. Dist.    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1136","9736","WATERWAYS & PORT AUTHORITIES    ","GR","Env/Trans/PubWrks, Spec. Dist.    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1137","9739","TRANSPORTATION, NEC      ","GR","Env/Trans/PubWrks, Spec. Dist.    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1138","9742","AIR POLLUTION CONTROL     ","GR","Env/Trans/PubWrks, Spec. Dist.    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1139","9743","WATER POLLUTION CONTROL     ","GR","Env/Trans/PubWrks, Spec. Dist.    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1140","9750","PROBATION       ","GL","PS & Justice, Special District    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1141","9751","PAROLE       ","GL","PS & Justice, Special District    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1142","9752","LAW ENFORCEMENT      ","GL","PS & Justice, Special District    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1143","9753","CORRECTIONS/JAILS      ","GL","PS & Justice, Special District    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1144","9754","FIRE       ","GL","PS & Justice, Special District    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1145","9755","EMERGENCY SERVICES      ","GL","PS & Justice, Special District    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1146","9757","LANDFILL MANAGEMENT      ","GR","Env/Trans/PubWrks, Spec. Dist.    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1147","9760","WASTE MANAGEMENT      ","GR","Env/Trans/PubWrks, Spec. Dist.    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1148","9761","COMPUTER AIDED DSPTCH (E911)-LAW ENFORCEMEN   ","GL","PS & Justice, Special District    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1149","9762","RECORDS MANAGEMENT - LAW ENFORCEMENT   ","GL","PS & Justice, Special District    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1150","9763","IDENTIFICATION (AFIS/MUGSHOT)    ","GL","PS & Justice, Special District    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1151","9764","COMPUTER AIDED DISPATCH (E-911) - FIRE   ","GL","PS & Justice, Special District    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1152","9765","RECORDS MANAGEMENT - FIRE     ","GL","PS & Justice, Special District    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1153","9769","NATURAL RESOURCES, NEC     ","GR","Env/Trans/PubWrks, Spec. Dist.    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1154","9770","FLEET/EQUIPMENT MANAGEMENT     ","GR","Env/Trans/PubWrks, Spec. Dist.    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1155","9771","BUILDING ADMIN      ","GR","Env/Trans/PubWrks, Spec. Dist.    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1156","9773","PUBLIC BUILDINGS, GROUNDS & FACILITIES   ","GR","Env/Trans/PubWrks, Spec. Dist.    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1157","9774","PUBLIC LAND ADMINISTRATION     ","GR","Env/Trans/PubWrks, Spec. Dist.    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1158","9775","URBAN RENEWAL      ","GR","Env/Trans/PubWrks, Spec. Dist.    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1159","9779","PUBLIC WORKS, NEC      ","GR","Env/Trans/PubWrks, Spec. Dist.    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1160","9794","WATER SUPPLY      ","GR","Env/Trans/PubWrks, Spec. Dist.    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1161","9795","SANITARY SERVICES      ","GR","Env/Trans/PubWrks, Spec. Dist.    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1162","9796","ENVIRONMENTAL PROTECTION/SERVICES, NEC   ","GR","Env/Trans/PubWrks, Spec. Dist.    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1163","9799","UTILITIES       ","GR","Env/Trans/PubWrks, Spec. Dist.    ","G","Government, State/Provincial/Local","28","Government          ","PUB ","Public","USA ","2016-07-04-05.06.14.067356"
"1164","9801","HQS ALLOCATION      ","A9","HQ Allocation for Telecommunications   ","A","Telecommunications","3T","Telecommunications  ","COMM","Communications","USU ","2016-04-05-16.17.59.906441"
"1165","9801","HQS ALLOCATION      ","A9","HQ Allocation for Telecommunications   ","A","Telecommunications","3T","Telecommunications  ","COMM","Communications","WWW ","2016-07-04-05.06.14.067356"
"1166","9802","HQS ALLOCATION      ","B9","HQ Alloc for comp svs and Prof svs","B","Computer Services","5B","Computer Services   ","CSI ","Computer Services","USU ","2016-04-05-16.17.59.906441"
"1167","9802","HQS ALLOCATION      ","B9","HQ Alloc for comp svs and Prof svs","B","Computer Services","5B","Computer Services   ","CSI ","Computer Services","WWW ","2016-07-04-05.06.14.067356"
"1168","9803","HQ ALLOCATION      ","ZZ","IBM INTERNAL      ","Z","Exclusions","21","Unassigned          ","UNAS",,"USA ","2016-07-04-05.06.14.067356"
"1169","9804","HQS ALLOCATION      ","R9","HQ Allocation for Retail    ","R","Retail","1R","Retail              ","DIST","Distribution","USU ","2016-04-05-16.17.59.906441"
"1170","9804","HQS ALLOCATION      ","R9","HQ Allocation for Retail    ","R","Retail","1R","Retail              ","DIST","Distribution","WWW ","2016-07-04-05.06.14.067356"
"1171","9805","HQ ALLOCATION      ","ZZ","IBM INTERNAL      ","Z","Exclusions","21","Unassigned          ","UNAS",,"USA ","2016-07-04-05.06.14.067356"
"1172","9806","HQS ALLOCATION","F9","HQ Allocation for Banks    ","F","Banking","04","Banking             ","FSS ","Financial Services","USU ","2016-04-05-16.17.59.906441"
"1173","9806","HQS ALLOCATION","F9","HQ Allocation for Banks    ","F","Banking","04","Banking             ","FSS ","Financial Services","WWW ","2016-07-04-05.06.14.067356"
"1174","9807","HQS ALLOCATION      ","Y9","HQ Allocation for Government    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","USU ","2016-04-05-16.17.59.906441"
"1175","9807","HQS ALLOCATION      ","Y9","HQ Allocation for Government    ","Y","Government, Central/Federal","28","Government          ","PUB ","Public","WWW ","2016-07-04-05.06.14.067356"
"1176","9808","HQS ALLOCATION      ","H9","HQ Allocation for Health    ","H","Healthcare","11","Healthcare          ","PUB ","Public","USU ","2016-04-05-16.17.59.906441"
"1177","9808","HQS ALLOCATION      ","H9","HQ Allocation for Health    ","H","Healthcare","11","Healthcare          ","PUB ","Public","WWW ","2016-07-04-05.06.14.067356"
"1178","9810","HQ ALLOCATION      ","ZZ","IBM INTERNAL      ","Z","Exclusions","21","Unassigned          ","UNAS",,"USA ","2016-07-04-05.06.14.067356"
"1179","9811","HQS ALLOCATION      ","K9","Cable       ","K","Media & Entertainment","05","Media&Entertainment ","COMM","Communications","USU ","2016-04-05-16.17.59.906441"
"1180","9811","HQS ALLOCATION      ","K9","Cable       ","K","Media & Entertainment","05","Media&Entertainment ","COMM","Communications","WWW ","2016-07-04-05.06.14.067356"
"1181","9812","HQS ALLOCATION      ","D9","HQ Allocn for CP & Wholesale Distn & Serv  ","D","Consumer Products","18","ConsumerPackageGoods","DIST","Distribution","USU ","2016-04-05-16.17.59.906441"
"1182","9812","HQS ALLOCATION      ","D9","HQ Allocn for CP & Wholesale Distn & Serv  ","D","Consumer Products","18","ConsumerPackageGoods","DIST","Distribution","WWW ","2016-07-04-05.06.14.067356"
"1183","9813","HQS ALLOCATION      ","J9","HQ Allocation for Automotive    ","J","Automotive","4A","Automotive          ","INDU","Industrial","USU ","2016-04-05-16.17.59.906441"
"1184","9813","HQS ALLOCATION      ","J9","HQ Allocation for Automotive    ","J","Automotive","4A","Automotive          ","INDU","Industrial","WWW ","2016-07-04-05.06.14.067356"
"1185","9814","HQS ALLOCATION      ","N9","HQ Allocation for Insurance    ","N","Insurance","31","Insurance           ","FSS ","Financial Services","USU ","2016-04-05-16.17.59.906441"
"1186","9814","HQS ALLOCATION      ","N9","HQ Allocation for Insurance    ","N","Insurance","31","Insurance           ","FSS ","Financial Services","WWW ","2016-07-04-05.06.14.067356"
"1187","9816","HQS ALLOCATION      ","V9","Aerospace & Defense ISU    ","V","Aerospace & Defense","14","Aerospace&Defense   ","INDU","Industrial","USU ","2016-04-05-16.17.59.906441"
"1188","9816","HQS ALLOCATION      ","V9","Aerospace & Defense ISU    ","V","Aerospace & Defense","14","Aerospace&Defense   ","INDU","Industrial","WWW ","2016-07-04-05.06.14.067356"
"1189","9817","HQS ALLOCATION      ","L9","HQ Allocation for Electronics    ","L","Electronics","5E","Electronics         ","INDU","Industrial","USU ","2016-04-05-16.17.59.906441"
"1190","9817","HQS ALLOCATION      ","L9","HQ Allocation for Electronics    ","L","Electronics","5E","Electronics         ","INDU","Industrial","WWW ","2016-07-04-05.06.14.067356"
"1191","9818","HQS ALLOCATION      ","E9","HQ Allocation for Education    ","E","Education","40","Education           ","PUB ","Public","USU ","2016-04-05-16.17.59.906441"
"1192","9818","HQS ALLOCATION      ","E9","HQ Allocation for Education    ","E","Education","40","Education           ","PUB ","Public","WWW ","2016-07-04-05.06.14.067356"
"1193","9819","HQS ALLOCATION      ","S9","HQ Allocation for Financial Markets   ","S","Financial Markets","4F","Finance Markets     ","FSS ","Financial Services","USU ","2016-04-05-16.17.59.906441"
